-3.14159	-1.84031e-11
-3.07876	-0.00985338
-3.01593	-0.037648
-2.9531	-0.0807329
-2.89027	-0.136457
-2.82743	-0.20217
-2.7646	-0.275221
-2.70177	-0.352958
-2.63894	-0.432731
-2.57611	-0.511888
-2.51327	-0.58778
-2.45044	-0.639601
-2.38761	-0.686179
-2.32478	-0.728189
-2.26195	-0.766307
-2.19911	-0.801207
-2.13628	-0.833564
-2.07345	-0.864053
-2.01062	-0.893348
-1.94779	-0.922125
-1.88496	-0.951057
-1.82212	-0.950405
-1.75929	-0.950397
-1.69646	-0.950846
-1.63363	-0.951565
-1.5708	-0.952366
-1.50796	-0.953063
-1.44513	-0.953467
-1.3823	-0.953392
-1.31947	-0.952651
-1.25664	-0.951055
-1.19381	-0.918191
-1.13097	-0.88436
-1.06814	-0.849636
-1.00531	-0.814094
-0.942478	-0.777806
-0.879646	-0.740848
-0.816814	-0.703293
-0.753982	-0.665214
-0.69115	-0.626687
-0.628319	-0.587785
-0.565487	-0.529864
-0.502655	-0.471673
-0.439823	-0.413241
-0.376991	-0.354598
-0.314159	-0.295774
-0.251327	-0.2368
-0.188496	-0.177705
-0.125664	-0.11852
-0.0628319	-0.0592753
2.77556e-15	2.61867e-15
0.0628319	0.0592753
0.125664	0.11852
0.188496	0.177705
0.251327	0.2368
0.314159	0.295774
0.376991	0.354598
0.439823	0.413241
0.502655	0.471673
0.565487	0.529864
0.628319	0.587785
0.69115	0.626687
0.753982	0.665214
0.816814	0.703293
0.879646	0.740848
0.942478	0.777806
1.00531	0.814094
1.06814	0.849636
1.13097	0.88436
1.19381	0.918191
1.25664	0.951055
1.31947	0.952651
1.3823	0.953392
1.44513	0.953467
1.50796	0.953063
1.5708	0.952366
1.63363	0.951565
1.69646	0.950846
1.75929	0.950397
1.82212	0.950405
1.88496	0.951057
1.94779	0.922125
2.01062	0.893348
2.07345	0.864053
2.13628	0.833564
2.19911	0.801207
2.26195	0.766307
2.32478	0.728189
2.38761	0.686179
2.45044	0.639601
2.51327	0.58778
2.57611	0.511888
2.63894	0.432731
2.70177	0.352958
2.7646	0.275221
2.82743	0.20217
2.89027	0.136457
2.9531	0.0807329
3.01593	0.037648
3.07876	0.00985338
