1	2.01777
1.19	2.05424
1.38	2.09117
1.57	2.12858
1.76	2.16645
1.95	2.2048
2.14	2.24361
2.33	2.2829
2.52	2.32265
2.71	2.36288
2.9	2.40357
3.09	2.44474
3.28	2.48638
3.47	2.52848
3.66	2.57106
3.85	2.61411
4.04	2.65762
4.23	2.70161
4.42	2.74607
4.61	2.791
4.8	2.83639
4.99	2.88226
5.18	2.9286
5.37	2.97541
5.56	3.02269
5.75	3.07044
5.94	3.11865
6.13	3.16734
6.32	3.2165
6.51	3.26613
6.7	3.31623
6.89	3.3668
7.08	3.41784
7.27	3.46935
7.46	3.52133
7.65	3.57378
7.84	3.6267
8.03	3.6801
8.22	3.73396
8.41	3.78829
8.6	3.84309
8.79	3.89836
8.98	3.9541
9.17	4.01032
9.36	4.067
9.55	4.12415
9.74	4.18177
9.93	4.23987
10.12	4.29843
10.31	4.35746
10.5	4.41697
10.69	4.47694
10.88	4.53738
11.07	4.5983
11.26	4.65968
11.45	4.72154
11.64	4.78386
11.83	4.84666
12.02	4.90992
12.21	4.97366
12.4	5.03786
12.59	5.10254
12.78	5.16768
12.97	5.2333
13.16	5.29938
13.35	5.36594
13.54	5.43297
13.73	5.50046
13.92	5.56843
14.11	5.63687
14.3	5.70578
14.49	5.77515
14.68	5.845
14.87	5.91532
15.06	5.98611
15.25	6.05736
15.44	6.12909
15.63	6.20129
15.82	6.27396
16.01	6.3471
16.2	6.42071
16.39	6.49479
16.58	6.56934
16.77	6.64436
16.96	6.71985
17.15	6.79581
17.34	6.87224
17.53	6.94914
17.72	7.02651
17.91	7.10435
18.1	7.18266
18.29	7.26144
18.48	7.34069
18.67	7.42041
18.86	7.50061
19.05	7.58127
19.24	7.6624
19.43	7.744
19.62	7.82607
19.81	7.90862
20	7.99163
